Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
6211,5768,207,82,140,20,158,471,1767,3406,411,40,2396,1889,616,38,1371,98,732,8498,5: Western Australia
6213,455,0,0,3,0,24,74,202,120,30,13,163,126,40,0,128,8,53,654,5: Western Australia
6214,450,0,0,0,8,10,35,147,188,42,16,146,175,50,0,70,0,54,684,5: Western Australia
6215,2907,195,0,47,23,115,480,1123,1201,184,50,1074,855,288,20,959,78,379,4234,5: Western Australia
6218,400,8,0,6,0,28,57,152,130,28,10,133,98,58,0,116,12,66,541,5: Western Australia
6219,420,0,0,0,0,14,40,120,200,34,8,143,124,54,10,84,4,46,604,5: Western Australia
6220,3035,165,0,55,21,110,429,1380,1177,147,26,1038,952,326,44,923,82,350,4346,5: Western Australia
6221,153,0,0,7,0,6,16,33,80,14,6,56,60,20,0,12,0,22,291,5: Western Australia
6223,121,0,0,0,0,8,19,44,45,12,0,32,46,9,0,26,0,4,159,5: Western Australia
6224,819,43,0,29,0,30,152,408,264,46,3,288,258,107,14,238,22,124,1254,5: Western Australia
6225,6563,212,211,33,33,151,1026,3316,2236,296,48,2168,1745,789,57,2328,178,932,9164,5: Western Australia
6226,581,3,0,0,0,8,21,130,350,50,10,222,253,32,0,78,0,82,938,5: Western Australia
6227,542,4,0,4,0,5,35,183,259,42,10,174,225,47,0,104,3,52,788,5: Western Australia
6228,115,0,0,0,0,3,8,40,48,16,0,42,30,10,0,36,0,13,144,5: Western Australia
6229,70,0,0,101,8,49,50,33,19,0,0,71,16,0,0,122,10,17,174,5: Western Australia
6230,27955,5334,1100,229,62,1606,5154,15656,13168,1342,199,10026,9191,4775,348,12391,1266,4777,44972,5: Western Australia
6232,7518,591,26,67,3,69,862,2472,4656,302,36,2573,2713,955,66,2030,196,1159,11402,5: Western Australia
6233,13460,495,93,206,38,233,590,3984,8588,839,142,4602,5101,1614,101,2970,283,1822,20432,5: Western Australia
6236,1554,0,0,3,0,16,121,524,736,113,36,638,510,120,6,283,22,192,2213,5: Western Australia
6237,1812,19,0,4,0,26,170,607,840,131,41,733,645,154,6,302,19,218,2656,5: Western Australia
6239,3272,86,8,12,6,62,354,1376,1385,153,50,1269,941,304,33,825,68,442,4657,5: Western Australia
6240,122,0,0,0,0,0,8,48,54,6,0,82,32,0,0,24,0,14,165,5: Western Australia
6243,62,0,0,0,0,0,6,32,20,6,0,22,12,14,0,20,8,4,84,5: Western Australia
6244,1147,7,0,3,11,28,200,496,318,74,8,453,282,95,6,319,12,136,1580,5: Western Australia
6251,222,0,0,8,3,10,31,85,83,22,0,84,58,16,0,58,8,21,310,5: Western Australia
6252,116,0,0,4,0,8,24,51,18,12,6,51,24,0,0,26,8,16,149,5: Western Australia
6253,573,0,0,12,0,51,164,221,102,28,16,241,87,29,0,202,16,57,655,5: Western Australia
6254,426,0,0,0,0,20,88,226,78,10,0,140,84,30,0,158,16,71,541,5: Western Australia
6255,3308,114,15,24,36,147,523,1448,1124,162,44,1377,817,268,22,991,51,448,4403,5: Western Australia
6256,277,4,0,6,0,16,38,132,71,24,0,110,94,10,0,67,12,15,434,5: Western Australia
6258,4585,377,40,7,21,278,813,2173,1542,248,75,1596,1240,473,50,1787,103,651,6483,5: Western Australia
6260,948,16,0,3,0,12,185,421,286,46,26,327,256,80,10,295,33,93,1396,5: Western Australia
6262,525,0,0,3,4,29,121,209,136,16,20,217,114,28,0,164,6,62,733,5: Western Australia
6271,2428,140,0,6,8,37,227,1023,1125,155,16,869,763,319,18,607,69,339,3461,5: Western Australia
6275,1110,19,27,21,28,111,218,495,264,41,26,497,227,76,10,370,28,159,1506,5: Western Australia
6280,20265,2229,101,398,64,811,2803,8750,10211,1041,174,8007,6340,2464,153,6854,602,2989,30585,5: Western Australia
6281,5253,480,49,115,12,126,447,2130,2943,341,73,2101,2039,522,18,1358,205,550,8543,5: Western Australia
6282,953,20,5,22,10,48,127,267,425,82,20,425,364,39,0,171,36,93,1522,5: Western Australia
6284,1710,31,0,21,9,45,172,693,756,66,21,536,742,142,0,327,49,170,2875,5: Western Australia
6285,6724,412,46,65,52,288,985,2960,2666,315,97,2046,2386,878,37,1837,387,780,10633,5: Western Australia
6286,613,0,0,0,8,66,112,226,162,30,0,222,174,40,8,143,14,64,841,5: Western Australia
6288,379,0,14,11,14,30,70,146,123,20,6,161,118,25,0,103,6,37,603,5: Western Australia
6290,1449,101,11,63,6,105,366,808,317,44,12,693,230,104,6,681,27,172,1837,5: Western Australia
6302,2711,80,14,21,23,108,548,1203,783,144,44,1053,529,257,14,965,60,299,3485,5: Western Australia
6304,1277,21,0,23,4,64,242,662,251,61,10,497,294,90,12,444,22,156,1669,5: Western Australia
6306,675,17,0,0,8,34,115,318,186,22,14,250,188,40,3,205,6,107,976,5: Western Australia
6308,1199,11,0,0,0,51,218,509,336,62,12,444,262,106,6,388,24,144,1568,5: Western Australia
6309,241,0,0,0,0,8,54,110,48,6,6,90,40,18,0,68,12,24,292,5: Western Australia
6311,470,0,0,9,0,28,69,186,150,24,22,188,108,28,8,135,8,38,605,5: Western Australia
6312,3167,264,8,15,6,130,653,1541,983,184,26,987,758,399,33,1322,84,450,4556,5: Western Australia
6313,192,0,0,0,0,6,16,70,76,16,6,72,50,6,0,36,10,16,247,5: Western Australia
6315,1370,71,0,9,3,53,276,653,386,78,20,482,298,133,18,536,44,151,1878,5: Western Australia
6316,276,0,0,0,8,6,50,112,76,16,0,84,92,24,0,68,6,50,391,5: Western Australia
6317,2655,248,8,8,15,100,567,1359,780,128,40,912,757,302,36,917,123,319,4085,5: Western Australia
6318,358,0,0,0,0,8,40,147,122,14,8,122,102,36,0,105,0,62,493,5: Western Australia
6320,371,3,0,3,0,9,46,143,130,30,0,127,100,37,0,103,0,44,554,5: Western Australia
6321,347,0,6,3,0,17,56,170,92,16,10,125,80,32,0,116,10,36,505,5: Western Australia
6322,168,0,0,0,0,6,22,78,50,0,10,70,56,8,0,34,0,14,240,5: Western Australia
6323,839,0,0,19,0,34,140,408,208,38,10,323,174,67,8,279,18,117,1062,5: Western Australia
6324,2614,54,3,31,16,119,491,1119,787,109,46,973,713,235,14,768,64,360,3743,5: Western Australia
6326,361,0,0,0,0,8,42,162,104,34,14,152,100,36,0,67,6,27,514,5: Western Australia
6327,164,0,0,0,0,8,18,72,58,8,0,44,70,0,0,40,6,20,268,5: Western Australia
6328,292,0,0,8,0,12,44,128,78,24,0,119,86,12,0,75,6,33,431,5: Western Australia
6330,26170,2185,131,423,96,1424,4297,12891,9399,1233,341,9378,7366,3162,254,9451,715,4052,38042,5: Western Australia
6333,4325,337,3,32,27,203,872,2263,1210,196,34,1690,1161,437,6,1479,121,569,6310,5: Western Australia
6335,530,8,0,0,0,0,52,246,158,60,16,161,178,26,0,133,16,85,758,5: Western Australia
6336,252,0,0,3,0,11,34,115,88,20,0,70,70,20,0,78,0,26,343,5: Western Australia
6337,346,9,0,5,0,7,41,164,110,20,6,90,124,24,0,125,0,34,545,5: Western Australia
6338,515,10,0,31,19,25,107,203,167,37,6,224,144,15,8,182,9,56,730,5: Western Australia
6341,176,0,0,0,0,0,11,96,58,8,0,44,76,0,0,44,8,17,260,5: Western Australia
6343,146,0,0,0,0,6,16,58,50,6,0,42,60,0,0,50,0,3,231,5: Western Australia
6346,525,4,0,17,0,34,81,247,131,30,10,175,155,50,0,156,15,56,832,5: Western Australia
6348,861,9,28,29,6,78,164,383,281,22,0,318,178,68,0,358,14,88,1115,5: Western Australia
6350,237,12,0,0,0,6,40,127,59,6,8,93,50,16,0,93,7,22,335,5: Western Australia
6351,48,0,0,0,0,0,0,18,22,10,0,16,20,0,0,12,0,0,57,5: Western Australia
6352,96,0,0,0,0,6,8,32,38,10,0,32,30,6,0,16,0,11,172,5: Western Australia
6353,533,22,6,0,0,13,75,257,162,52,6,176,188,24,0,176,22,30,786,5: Western Australia
6355,312,6,0,4,0,0,39,137,116,20,13,128,100,18,0,104,10,35,441,5: Western Australia
6356,71,0,0,6,0,6,0,26,24,16,0,23,26,0,0,20,0,4,115,5: Western Australia
6357,41,0,0,0,0,0,6,20,16,0,0,24,6,0,0,6,0,3,60,5: Western Australia
6358,65,0,0,0,0,0,6,26,24,0,0,20,22,0,0,18,0,5,105,5: Western Australia
6359,244,6,0,4,0,5,39,92,102,20,0,91,74,20,8,79,0,28,439,5: Western Australia
6361,52,0,0,0,0,0,6,12,26,8,0,18,14,0,0,10,0,0,102,5: Western Australia
6363,58,0,0,0,0,0,0,22,35,0,0,30,24,0,0,4,0,0,93,5: Western Australia
6365,392,10,0,0,0,22,69,164,111,28,8,138,115,26,0,110,6,57,538,5: Western Australia
6367,263,9,0,0,0,7,50,131,70,12,0,104,46,20,0,103,6,29,332,5: Western Australia
6368,58,0,0,0,0,0,6,18,22,10,0,18,26,0,0,14,0,5,85,5: Western Australia
6369,405,31,0,0,0,0,82,200,126,26,12,168,124,22,0,136,7,40,656,5: Western Australia
6370,289,5,0,0,0,0,44,129,98,12,0,106,78,24,6,92,0,21,457,5: Western Australia
6372,86,0,0,0,0,0,20,50,18,6,0,44,14,6,0,34,0,5,105,5: Western Australia
6373,53,0,0,0,0,0,0,22,32,0,0,22,24,0,0,0,0,0,82,5: Western Australia
6375,652,33,0,12,0,54,90,320,209,28,0,259,152,37,0,259,6,73,880,5: Western Australia
6383,578,13,0,0,0,21,66,315,171,22,0,231,116,56,0,207,12,73,935,5: Western Australia
6384,9,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,25,5: Western Australia
6385,19,0,0,0,0,0,0,6,14,0,0,12,0,0,0,0,0,0,20,5: Western Australia
6386,38,0,0,0,0,0,5,24,20,0,0,11,24,0,6,8,10,7,114,5: Western Australia
6390,1132,37,0,9,0,35,134,452,485,44,16,392,368,112,6,300,17,140,1673,5: Western Australia
6391,701,21,8,0,0,26,88,337,212,48,12,277,213,36,0,210,18,71,1040,5: Western Australia
6392,313,16,0,0,0,20,53,155,105,6,0,126,77,10,0,113,11,30,432,5: Western Australia
6393,81,0,0,0,0,6,12,36,34,0,0,34,32,12,0,14,0,3,119,5: Western Australia
6394,372,0,0,0,0,0,50,124,138,28,6,138,92,24,0,114,6,18,477,5: Western Australia
6395,1130,61,0,5,8,42,193,535,340,65,25,328,323,75,0,443,34,129,1543,5: Western Australia
6396,269,0,0,3,0,16,35,123,74,14,6,75,88,8,0,107,12,25,353,5: Western Australia
6397,82,0,0,0,0,8,24,34,20,0,0,26,8,8,0,30,0,8,92,5: Western Australia
6398,495,0,5,0,0,18,109,245,110,20,0,214,56,42,10,180,10,42,552,5: Western Australia
6401,5526,282,29,57,7,176,1001,2630,1788,276,72,1759,1374,766,53,1973,171,809,8283,5: Western Australia
6403,132,0,0,0,0,10,25,58,32,6,0,40,32,12,0,47,0,16,158,5: Western Australia
6405,220,0,0,0,3,8,16,98,70,10,8,62,82,12,0,65,0,38,338,5: Western Australia
6407,633,15,0,8,0,8,114,277,178,64,26,187,204,41,0,223,16,49,960,5: Western Australia
6409,271,0,0,0,0,0,56,116,74,6,10,56,80,24,8,106,0,27,386,5: Western Australia
6410,687,22,32,10,0,56,158,323,161,48,10,235,141,80,8,301,18,80,949,5: Western Australia
6411,88,0,0,0,0,0,8,54,21,6,0,48,24,0,0,8,8,10,133,5: Western Australia
6412,19,0,0,0,0,0,0,8,6,0,0,10,8,0,0,8,0,0,59,5: Western Australia
6413,45,0,0,0,0,6,0,20,18,0,0,22,6,0,0,12,0,4,59,5: Western Australia
6414,41,0,0,0,0,6,0,6,26,0,0,18,14,0,0,6,6,4,75,5: Western Australia
6415,1959,86,7,12,4,92,312,992,540,90,23,622,525,209,6,706,60,247,2771,5: Western Australia
6418,450,31,0,13,0,24,100,217,143,32,0,155,138,42,0,202,23,64,742,5: Western Australia
6419,43,0,0,0,0,10,6,14,8,0,0,21,10,0,0,6,0,7,51,5: Western Australia
6420,58,0,0,0,0,0,12,20,14,0,10,14,22,12,0,22,0,6,77,5: Western Australia
6421,84,0,0,0,0,0,0,25,40,11,12,21,38,10,0,27,0,9,168,5: Western Australia
6422,41,0,0,0,0,0,10,10,20,0,0,16,20,0,0,8,0,0,64,5: Western Australia
6423,130,0,0,0,0,6,36,58,26,6,0,56,20,0,0,53,0,10,146,5: Western Australia
6424,49,0,0,0,0,0,12,6,28,0,0,10,22,0,0,16,0,6,72,5: Western Australia
6425,53,0,0,0,0,0,0,25,26,0,0,35,16,0,0,12,0,3,83,5: Western Australia
6426,561,40,3,5,6,58,59,296,161,14,16,188,97,53,0,289,14,72,894,5: Western Australia
6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5: Western Australia
6428,27,0,0,0,0,0,0,12,10,0,0,18,18,0,0,0,0,0,56,5: Western Australia
6429,565,10,24,14,8,47,84,334,110,14,8,192,102,75,0,232,16,61,967,5: Western Australia
6430,12287,2555,247,181,48,891,2262,6438,5615,899,151,4148,5578,1493,183,4786,605,1393,21920,5: Western Australia
6431,252,22,3,0,0,36,64,191,24,5,0,63,103,54,6,120,3,27,935,5: Western Australia
6432,3934,583,0,129,26,287,644,2448,1221,152,50,1165,1307,668,63,1589,224,493,7150,5: Western Australia
6434,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,8,11,184,5: Western Australia
6436,65,0,0,19,0,14,12,33,22,0,0,18,12,0,14,47,0,0,153,5: Western Australia
6437,215,14,0,0,0,3,35,114,86,0,0,62,104,19,0,36,0,24,747,5: Western Australia
6438,264,25,15,49,6,55,55,151,68,8,0,120,68,34,0,184,21,44,837,5: Western Australia
6440,293,32,4,5,0,34,57,171,78,0,0,107,68,47,17,136,0,49,1333,5: Western Australia
6442,1424,147,24,8,0,16,318,937,365,20,6,445,461,191,27,535,57,207,2472,5: Western Australia
6443,503,4,0,10,6,38,86,254,82,13,20,126,60,64,6,283,9,62,722,5: Western Australia
6445,103,0,0,0,0,4,10,40,38,14,0,40,40,8,0,21,0,13,159,5: Western Australia
6446,91,0,0,0,0,0,3,41,36,8,0,35,28,0,0,26,0,5,113,5: Western Australia
6447,116,0,0,0,0,0,0,44,50,20,6,43,43,0,0,31,0,9,174,5: Western Australia
6448,231,0,0,0,0,12,32,64,96,26,3,73,73,18,0,64,0,18,406,5: Western Australia
6450,8226,827,185,151,71,532,1367,4180,3069,495,108,2943,2602,975,110,3194,276,993,13159,5: Western Australia
6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5: Western Australia
6460,521,34,0,10,6,18,126,253,142,22,0,164,127,43,8,234,7,62,688,5: Western Australia
6461,373,4,0,13,5,0,43,201,115,6,0,126,84,35,0,162,12,52,494,5: Western Australia
6462,108,0,0,0,0,0,10,38,37,20,0,42,36,0,0,30,0,15,177,5: Western Australia
6463,22,0,0,0,0,0,0,10,12,0,0,0,8,0,0,8,0,0,23,5: Western Australia
6465,45,0,0,0,0,0,0,22,18,6,0,14,6,0,0,20,0,3,42,5: Western Australia
6466,31,0,0,0,0,0,0,20,6,0,0,18,8,0,0,0,0,0,56,5: Western Australia
6467,22,0,0,0,0,0,0,10,8,0,0,10,12,0,0,0,0,0,30,5: Western Australia
6468,126,0,0,0,0,10,0,46,40,10,10,32,42,10,0,36,0,6,194,5: Western Australia
6470,9,0,0,0,0,0,0,8,0,0,0,0,12,0,0,8,0,0,20,5: Western Australia
6472,116,0,0,0,0,0,14,48,42,12,0,38,42,8,0,34,6,5,151,5: Western Australia
6473,28,0,0,0,0,0,0,12,10,0,0,12,14,0,0,3,0,0,53,5: Western Australia
6475,312,0,0,0,0,8,70,120,80,20,14,108,66,20,0,114,8,34,350,5: Western Australia
6476,37,0,0,0,0,0,0,28,8,0,0,8,14,0,0,18,0,4,44,5: Western Australia
6477,171,15,0,0,0,0,41,90,48,12,8,51,42,12,0,78,0,27,242,5: Western Australia
6479,424,0,0,0,0,10,68,186,118,20,12,158,108,28,0,124,0,44,558,5: Western Australia
6480,17,0,0,0,0,0,0,8,6,0,0,12,16,0,0,0,0,0,39,5: Western Australia
6484,24,0,0,0,0,4,6,6,0,0,0,12,6,0,0,15,0,0,35,5: Western Australia
6485,388,12,0,0,0,10,66,232,92,0,0,108,62,29,8,189,18,49,447,5: Western Australia
6487,28,0,0,0,0,0,0,16,10,0,0,8,0,0,0,6,0,0,45,5: Western Australia
6488,134,0,0,0,0,0,25,68,33,0,0,48,6,16,0,68,0,18,162,5: Western Australia
6489,74,6,0,0,0,8,26,29,20,0,0,18,16,10,0,47,0,10,86,5: Western Australia
6490,179,0,0,8,0,8,49,72,42,14,0,62,38,12,0,62,0,29,255,5: Western Australia
6501,650,0,0,0,12,12,64,170,312,56,22,226,228,72,0,114,10,87,921,5: Western Australia
6502,811,3,29,0,0,19,98,339,333,60,0,346,226,77,8,203,10,98,1221,5: Western Australia
6503,1534,17,0,33,23,74,162,517,642,112,26,586,455,116,15,386,66,139,2354,5: Western Australia
6504,124,0,0,0,0,0,6,52,40,12,10,54,42,6,0,23,0,4,213,5: Western Australia
6505,79,0,0,0,0,0,8,30,34,0,0,26,28,0,0,24,0,3,134,5: Western Australia
6506,53,0,0,0,0,8,8,14,14,6,0,32,12,6,0,14,0,5,58,5: Western Australia
6507,318,3,0,3,0,10,42,115,122,20,6,141,85,10,0,89,6,36,530,5: Western Australia
6509,70,0,0,0,0,0,4,41,26,0,0,34,34,0,0,28,0,0,152,5: Western Australia
6510,1254,97,0,29,0,62,214,614,408,60,18,428,330,169,19,492,34,167,1940,5: Western Australia
6511,363,0,0,11,6,8,27,187,133,8,0,136,71,16,0,138,8,45,480,5: Western Australia
6512,71,0,0,0,0,0,18,26,24,0,6,24,12,0,0,20,0,0,92,5: Western Australia
6513,103,0,0,0,0,0,22,36,38,10,0,36,37,6,0,42,0,12,162,5: Western Australia
6514,496,25,0,10,0,17,88,261,151,18,0,252,68,18,0,184,6,44,639,5: Western Australia
6515,215,0,0,0,0,3,32,114,66,10,0,94,54,16,0,70,0,24,323,5: Western Australia
6516,1420,53,8,53,21,42,158,592,641,88,15,684,296,119,12,465,41,168,1985,5: Western Australia
6517,308,3,10,8,0,21,55,158,70,12,8,112,70,6,0,142,0,26,407,5: Western Australia
6518,140,5,0,0,0,0,6,80,43,8,0,60,24,16,0,49,0,19,209,5: Western Australia
6519,382,20,0,0,0,25,70,168,122,21,7,125,105,32,0,149,0,46,575,5: Western Australia
6521,204,0,0,12,4,14,12,89,78,10,8,93,61,10,0,53,6,9,347,5: Western Australia
6522,262,3,0,10,0,10,35,113,80,22,10,85,88,12,0,85,0,12,407,5: Western Australia
6525,2478,268,49,60,29,143,361,1211,1020,161,16,1093,651,261,17,1005,60,270,3680,5: Western Australia
6528,249,0,0,33,0,19,45,110,78,14,10,108,74,23,0,82,8,22,378,5: Western Australia
6530,20788,3004,442,184,74,813,3967,10544,9174,1045,184,7234,6401,3358,332,8208,763,3128,33378,5: Western Australia
6532,4411,20,0,142,44,213,335,1202,2437,301,72,1617,1673,404,34,911,83,508,6915,5: Western Australia
6535,1102,11,30,28,6,64,190,529,281,42,7,482,239,86,10,391,17,102,1609,5: Western Australia
6536,884,142,0,70,14,68,242,540,245,24,22,493,226,59,8,393,17,105,1478,5: Western Australia
6537,532,44,13,131,12,110,113,329,129,7,7,257,137,33,0,310,35,74,995,5: Western Australia
6556,1406,0,0,0,6,20,108,478,616,124,30,444,486,144,6,274,38,195,1969,5: Western Australia
6558,545,6,0,0,0,10,52,200,206,58,8,202,184,48,0,114,0,60,2613,5: Western Australia
6560,996,23,0,0,10,26,197,424,270,50,22,310,265,149,0,279,24,151,1372,5: Western Australia
6562,948,0,0,0,0,24,95,338,368,72,22,355,302,94,8,168,16,126,1413,5: Western Australia
6564,267,0,0,0,0,6,44,138,54,13,8,90,48,26,0,80,12,33,330,5: Western Australia
6566,2498,15,0,35,21,86,397,1080,688,152,27,1039,482,218,24,745,78,316,3296,5: Western Australia
6567,342,0,0,0,0,20,36,148,105,18,14,142,80,18,0,78,16,52,485,5: Western Australia
6568,149,0,0,0,0,0,26,68,30,12,8,56,50,10,0,38,0,27,210,5: Western Australia
6569,181,0,0,0,0,0,34,64,70,9,0,70,49,6,0,53,0,12,270,5: Western Australia
6571,51,0,0,0,0,8,0,24,12,6,0,25,10,0,0,20,0,0,67,5: Western Australia
6572,37,0,0,0,0,0,0,24,8,0,0,8,20,0,0,10,0,3,61,5: Western Australia
6574,48,0,0,0,0,0,6,14,16,6,0,24,20,0,0,8,0,3,64,5: Western Australia
6575,71,0,0,0,0,0,6,33,22,6,6,18,18,0,0,26,0,0,101,5: Western Australia
6603,821,47,0,3,0,59,121,411,224,50,11,266,201,97,8,299,20,93,1110,5: Western Australia
6605,31,0,0,0,0,0,0,12,18,0,0,10,6,0,0,6,0,0,41,5: Western Australia
6606,108,0,0,4,0,4,0,57,26,6,0,40,30,9,0,51,0,16,133,5: Western Australia
6608,69,0,0,0,0,0,0,16,45,0,0,18,30,0,0,19,0,8,150,5: Western Australia
6609,489,27,0,28,0,26,70,236,145,68,16,169,198,26,0,133,18,47,852,5: Western Australia
6612,88,0,0,0,0,8,8,48,16,8,0,35,23,9,0,26,0,5,162,5: Western Australia
6613,34,0,0,0,0,0,0,18,12,6,0,20,14,0,0,18,0,0,51,5: Western Australia
6614,15,0,0,0,0,0,0,10,10,0,0,16,0,0,0,0,0,0,20,5: Western Australia
6616,27,0,0,0,0,0,0,18,10,0,0,6,8,0,0,6,0,0,61,5: Western Australia
6620,192,0,0,4,0,0,30,100,48,7,3,65,53,20,0,68,6,19,518,5: Western Australia
6623,336,6,0,3,0,13,58,140,128,6,6,116,95,24,0,146,7,37,575,5: Western Australia
6625,35,0,0,0,0,0,0,6,20,0,0,16,18,0,0,6,0,4,57,5: Western Australia
6627,28,0,0,0,0,0,6,14,10,0,0,18,6,0,0,14,0,0,57,5: Western Australia
6628,3,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,23,5: Western Australia
6630,276,11,13,12,0,23,54,120,91,14,5,97,68,43,0,117,13,30,482,5: Western Australia
6631,7,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,13,5: Western Australia
6632,46,0,0,0,0,0,0,8,20,12,0,14,22,0,0,6,0,0,63,5: Western Australia
6635,71,3,0,7,0,4,28,48,15,0,0,19,18,22,0,40,0,8,379,5: Western Australia
6638,232,10,0,9,0,22,44,137,43,10,0,79,36,31,0,94,20,39,653,5: Western Australia
6639,64,0,0,12,0,13,22,36,6,0,0,29,0,0,0,45,0,0,109,5: Western Australia
6640,113,0,0,19,0,13,28,46,14,0,5,30,6,0,0,87,10,18,215,5: Western Australia
6642,431,35,22,15,5,57,87,284,87,8,12,168,98,83,27,232,21,56,1200,5: Western Australia
6646,166,9,0,0,0,20,44,73,24,0,6,45,20,31,6,71,6,25,535,5: Western Australia
6701,2647,427,94,299,76,464,697,1596,719,89,62,1070,832,445,39,1442,130,241,5259,5: Western Australia
6705,69,6,0,14,0,0,28,61,18,0,5,16,34,12,6,39,18,18,170,5: Western Australia
6707,1712,56,98,289,57,249,249,1051,498,70,24,793,634,164,6,648,185,185,3074,5: Western Australia
6710,464,27,26,38,8,45,109,229,170,9,0,211,163,38,0,153,14,53,940,5: Western Australia
6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5: Western Australia
6713,664,27,46,7,0,12,72,511,155,38,6,216,401,41,0,147,17,55,1282,5: Western Australia
6714,8038,1349,593,150,50,779,1490,3881,4297,369,57,2758,4470,785,62,2708,417,892,17657,5: Western Australia
6716,69,35,0,11,0,10,48,68,6,0,0,25,54,8,10,62,0,48,1084,5: Western Australia
6718,309,136,4,0,21,31,121,220,112,6,8,127,108,116,31,110,17,36,977,5: Western Australia
6720,916,277,0,32,0,24,251,682,341,12,6,331,577,75,9,340,29,105,2279,5: Western Australia
6721,1882,330,490,87,37,370,750,1003,880,106,32,881,1089,163,30,1044,113,219,4367,5: Western Australia
6722,4931,1437,411,53,17,700,1124,3664,1919,191,30,1783,2670,873,107,2119,282,513,11305,5: Western Australia
6725,5186,945,138,312,204,730,1484,2547,1832,188,42,1670,2255,1023,107,2002,355,542,11236,5: Western Australia
6726,2789,453,105,192,59,283,573,1663,1018,160,24,1069,1098,551,45,1016,201,310,5730,5: Western Australia
6728,2372,161,0,122,16,211,526,1206,641,86,23,638,703,457,88,920,61,147,5365,5: Western Australia
6740,695,14,0,45,16,91,154,326,131,6,9,115,196,181,32,258,24,42,1477,5: Western Australia
6743,2368,470,229,454,77,412,766,1610,822,101,25,1083,1129,600,91,1128,193,258,6455,5: Western Australia
6751,1562,75,31,73,24,95,120,1238,302,20,17,449,802,113,14,451,41,187,4007,5: Western Australia
6753,2570,107,59,7,6,125,493,1414,694,62,8,624,1111,228,26,747,84,290,6761,5: Western Australia
6754,646,22,0,0,0,0,63,510,84,6,0,186,226,56,0,209,18,74,1324,5: Western Australia
6758,67,0,0,7,0,10,0,45,6,0,0,16,8,30,0,31,0,37,1159,5: Western Australia
6760,179,6,7,21,11,43,39,84,48,0,10,53,44,24,8,112,8,21,927,5: Western Australia
6762,99,0,0,0,0,0,18,76,6,0,0,19,36,18,10,12,0,12,657,5: Western Australia
6765,794,105,0,16,9,46,313,435,147,13,0,197,252,167,63,307,33,53,1678,5: Western Australia
