Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
3954,286,0,0,0,0,0,20,133,114,10,12,100,85,18,0,69,0,18,366,2: Victoria
3956,2468,28,10,0,0,89,397,1381,529,71,12,902,538,186,10,848,41,278,3037,2: Victoria
3957,211,0,0,0,0,0,10,112,82,0,0,66,82,6,0,44,0,22,310,2: Victoria
3958,200,0,0,0,0,0,18,116,54,8,12,68,64,24,0,42,0,29,284,2: Victoria
3959,953,0,0,0,0,8,141,536,206,47,3,362,237,68,8,285,20,105,1223,2: Victoria
3960,2105,70,121,34,10,133,537,1125,464,84,26,862,369,151,0,985,52,255,2715,2: Victoria
3962,746,0,21,28,0,55,146,439,136,12,6,290,138,77,10,309,8,106,954,2: Victoria
3964,149,0,0,0,0,0,26,86,22,0,0,60,24,8,0,52,8,14,174,2: Victoria
3965,197,0,0,3,0,0,40,126,22,6,0,86,20,8,0,89,6,18,220,2: Victoria
3966,432,0,0,0,6,8,89,222,92,8,0,140,104,40,0,152,4,35,544,2: Victoria
3967,90,0,0,0,0,0,14,42,28,0,0,32,28,8,0,30,0,17,108,2: Victoria
3971,3199,145,99,60,18,156,631,1815,778,139,28,1301,677,298,31,1289,85,425,4195,2: Victoria
3975,9267,564,51,0,6,63,405,2972,5573,943,68,1767,6247,973,107,907,193,862,18048,2: Victoria
3976,14690,996,127,0,24,127,1526,9882,3859,524,98,3099,7202,2440,260,2831,550,1706,26082,2: Victoria
3977,64055,7784,1040,8,65,457,7497,30544,33263,3863,589,16509,34817,9930,917,13297,1872,9081,117143,2: Victoria
3978,25293,658,13,0,10,31,1103,6279,16540,1842,180,5407,14790,2431,295,2910,549,2203,43202,2: Victoria
3979,240,0,0,0,0,8,29,116,86,6,0,99,82,12,0,44,0,23,365,2: Victoria
3980,2400,0,6,0,9,52,235,1110,814,150,24,663,958,242,26,480,50,347,3571,2: Victoria
3981,3418,20,244,4,11,94,423,1526,1443,204,67,1026,1371,461,40,868,68,527,5437,2: Victoria
3984,5583,31,87,111,29,201,851,2659,1719,233,38,1883,1454,607,46,1807,133,869,7374,2: Victoria
3987,1023,3,0,0,0,14,70,482,339,78,28,342,404,92,6,152,14,157,1644,2: Victoria
3988,795,0,0,8,0,12,86,376,256,32,10,272,287,48,6,177,18,102,1094,2: Victoria
3990,84,0,0,0,0,0,12,34,26,6,0,48,24,0,0,12,0,13,118,2: Victoria
3991,285,0,0,0,0,7,28,135,88,8,6,106,77,24,0,69,8,25,405,2: Victoria
3992,1001,0,0,0,0,6,111,508,306,38,6,340,270,99,8,264,18,133,1281,2: Victoria
3995,9025,467,44,206,30,447,1980,4670,2267,340,74,2983,2027,1159,64,3585,291,1419,11596,2: Victoria
3996,4943,463,17,0,6,128,920,2636,1647,208,37,2210,1200,349,33,1759,88,618,6649,2: Victoria
4000,1530,550,15294,26,633,7386,12221,4038,610,140,93,7484,2544,1156,433,10329,3568,1708,20341,3: Queensland
4005,2886,596,13314,22,338,5236,10717,5232,1318,453,143,7381,2915,1081,302,10127,2032,1863,17714,3: Queensland
4006,1080,604,23500,0,1049,13316,18186,3647,522,140,75,10769,2437,1324,543,17454,4850,3031,24411,3: Queensland
4007,4058,1153,8368,6,79,3228,7993,3913,1763,954,246,5436,2991,1171,291,7459,1039,1280,15451,3: Queensland
4008,209,0,7,3,0,8,62,102,32,10,0,62,39,6,6,81,14,22,373,3: Queensland
4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3: Queensland
4010,743,117,2483,3,62,1052,2194,950,167,90,38,1378,445,266,118,1975,468,372,3446,3: Queensland
4011,6404,1388,5159,20,55,1011,6813,4126,2606,1244,249,3819,3984,1370,233,5981,848,1417,15813,3: Queensland
4012,9717,2187,8037,6,115,2447,10549,7115,3177,1177,190,6193,5609,2059,431,9185,1593,2458,23440,3: Queensland
4013,2224,785,870,9,0,400,1501,1754,694,243,59,1117,1221,453,94,1568,284,537,4876,3: Queensland
4014,8577,583,215,9,50,215,1051,4275,3300,670,147,2691,3561,966,190,1974,442,1245,13190,3: Queensland
4017,23870,1653,1878,272,112,1387,3131,13341,8619,1780,356,7361,9940,3608,353,7463,852,3907,37756,3: Queensland
4018,6953,3911,265,0,44,560,2778,6528,2742,306,58,3250,3537,1581,175,4263,457,1271,14097,3: Queensland
4019,12322,1271,3746,217,170,1617,5311,8784,3031,732,155,5242,3659,2613,180,7723,723,2671,20576,3: Queensland
4020,13806,1824,6107,185,229,1510,6982,9834,5436,1284,217,8245,4801,2735,223,9348,659,2877,25603,3: Queensland
4021,5700,1500,161,5,13,211,1262,4465,1722,319,49,1946,1948,1330,112,2514,313,1227,9745,3: Queensland
4022,3914,1559,155,0,0,129,979,2658,2357,221,34,1858,1477,946,47,2012,180,933,7538,3: Queensland
4025,95,0,0,10,0,26,25,46,8,6,3,52,8,7,0,49,0,7,309,3: Queensland
4030,6793,702,8049,7,185,2310,9552,4234,2146,1023,246,5258,3869,1310,424,6912,2162,2205,18592,3: Queensland
4031,6809,1216,3592,0,36,1095,5095,4394,2105,975,154,3370,3655,1322,255,4636,782,1492,14292,3: Queensland
4032,6730,2263,6727,0,136,2085,8234,6866,1974,550,100,5240,3673,1986,450,7526,1362,2099,18389,3: Queensland
4034,25808,6697,2735,345,202,1857,7120,17163,10533,2476,481,10339,11365,4636,672,11811,1719,4546,46741,3: Queensland
4035,16113,2390,213,0,13,304,1129,5931,9224,2769,463,5673,8383,2023,176,3442,329,2243,27323,3: Queensland
4036,4631,276,16,0,4,41,246,2802,1557,319,53,1392,1806,700,77,941,156,799,7000,3: Queensland
4037,4915,32,8,0,0,13,32,1045,2956,780,121,1395,2632,461,12,430,36,682,7822,3: Queensland
4051,13565,2965,5741,3,136,2004,8605,8513,4573,2213,390,6467,7599,2337,461,7912,1878,3100,29574,3: Queensland
4053,27741,4352,4072,0,148,1637,7263,17688,10437,2542,377,10475,12427,4553,564,10419,1948,5237,47604,3: Queensland
4054,9073,1227,298,0,0,106,1545,5956,3025,553,66,3060,3501,1518,124,2811,310,1712,13986,3: Queensland
4055,14142,337,465,0,5,57,833,5436,6966,1673,290,4352,6864,1597,124,2166,232,2352,22364,3: Queensland
4059,4940,762,5167,0,232,2923,4811,3403,1561,566,209,3147,2893,1077,304,4532,1923,1529,13740,3: Queensland
4060,7165,174,1899,5,13,352,2587,3011,2543,1437,282,2260,4009,966,107,2399,550,1097,13450,3: Queensland
4061,10873,812,109,0,6,43,477,5225,4784,1351,330,3252,5327,1470,84,1953,197,1597,17318,3: Queensland
4064,5241,835,3844,45,152,2126,4093,3120,1796,707,186,3296,2540,731,246,4176,1366,1244,12191,3: Queensland
4065,5620,627,665,4,27,304,1174,2652,2165,1007,170,1795,3115,664,94,1618,323,819,10171,3: Queensland
4066,5109,334,10190,0,132,2447,10590,4783,1864,855,204,5712,3531,1242,517,7044,2967,1882,18609,3: Queensland
4067,2595,533,4703,3,19,535,4673,3223,1201,502,218,2500,2109,650,340,2755,2137,1065,12220,3: Queensland
4068,8872,1514,9506,0,37,1579,10519,7391,3725,1635,375,6156,6816,2272,591,6979,2676,2401,25676,3: Queensland
4069,22141,851,290,3,9,362,874,6210,10737,4522,1017,6547,11228,1980,196,3440,488,2561,35527,3: Queensland
4070,7705,293,18,0,8,29,194,1633,4911,1109,220,2291,3710,911,34,1121,73,972,12045,3: Queensland
4073,5502,536,223,6,0,82,336,2160,3015,897,102,1893,2865,608,32,1127,108,858,9293,3: Queensland
4074,15606,1135,91,0,10,148,443,6857,7550,1986,331,5145,6928,1903,165,2911,389,1949,24071,3: Queensland
4075,13489,2433,2789,22,23,975,4582,8253,5260,1844,292,5388,7167,2143,270,5527,924,2390,25506,3: Queensland
4076,3049,383,48,0,6,51,480,2121,686,182,68,798,1086,582,87,937,200,582,8353,3: Queensland
4077,16579,6072,431,215,118,1295,2876,14656,5956,820,269,5077,8272,4859,587,6717,1232,2632,35805,3: Queensland
4078,16095,1384,289,0,39,176,751,8943,7106,1146,190,4330,6964,2858,231,3721,486,2471,26263,3: Queensland
4101,4876,921,23505,25,528,11998,18808,6970,1953,678,280,11659,6656,3004,636,15382,4397,3294,35246,3: Queensland
4102,2779,61,5754,0,210,2812,5168,1710,752,363,179,3048,1470,662,299,3965,2080,1268,10823,3: Queensland
4103,5680,2038,4831,9,122,2200,6145,4868,1617,687,200,4001,2979,1187,330,5393,2108,1929,14995,3: Queensland
4104,2785,1096,2078,0,84,839,2433,2529,987,464,100,1989,1598,518,133,2786,514,722,7062,3: Queensland
4105,6662,1827,2842,0,86,1183,4391,5351,1787,557,179,3510,3330,1173,293,4318,1068,1594,13929,3: Queensland
4106,1110,62,90,0,20,180,338,595,144,45,15,277,270,130,28,528,119,205,1672,3: Queensland
4107,4325,409,109,7,22,154,586,2571,1303,348,78,1257,1724,578,103,1131,322,760,6790,3: Queensland
4108,3496,460,556,0,65,409,957,2081,1040,329,110,1310,1243,549,112,1380,480,570,6188,3: Queensland
4109,20120,3172,697,159,96,697,2302,9233,8359,3594,1324,6522,8883,3126,509,5121,2033,2183,37703,3: Queensland
4110,9589,847,174,9,7,230,704,4391,4756,768,104,2519,4509,1563,176,1990,419,1204,16461,3: Queensland
4111,471,0,169,0,4,67,148,350,108,30,0,181,173,64,22,256,44,131,1085,3: Queensland
4112,4437,702,7,0,0,9,154,1652,2605,852,152,1229,2887,571,57,597,160,389,8737,3: Queensland
4113,13282,5613,356,605,93,516,1604,11262,6660,1935,439,5699,8550,2612,425,4456,1440,1795,29524,3: Queensland
4114,13162,4596,1037,3,79,878,5424,11282,2328,746,212,3395,5340,4675,451,6598,1152,3217,29702,3: Queensland
4115,10852,1942,102,75,29,97,570,4578,7179,1284,143,3440,6078,1762,175,2159,433,1401,20169,3: Queensland
4116,12671,4382,25,0,0,28,377,7542,8273,2403,444,4468,8865,2563,238,2586,598,1290,27459,3: Queensland
4117,1402,207,0,0,0,8,19,476,1068,99,16,259,851,300,12,226,35,153,2954,3: Queensland
4118,18493,1516,298,0,12,115,915,9554,8596,1392,410,5172,8023,3429,287,3639,699,2959,31493,3: Queensland
4119,3621,597,63,0,8,72,281,1811,1744,528,82,1001,2083,564,84,743,127,389,6809,3: Queensland
4120,3717,762,4663,31,121,1708,5489,2938,1001,405,108,3183,1935,764,248,4379,1357,1284,10387,3: Queensland
4121,15703,758,2118,0,97,947,3492,7910,5002,2059,332,4622,7401,2038,337,4693,939,2432,26062,3: Queensland
4122,24192,4084,5386,6,202,1864,7774,16712,8325,2570,561,9159,12518,4470,687,9444,2146,4039,47147,3: Queensland
4123,13644,1361,201,61,38,118,1208,6579,5586,1975,327,3985,6924,1841,147,2758,460,1702,22857,3: Queensland
4124,13610,739,43,0,14,115,795,4306,7025,1682,646,3769,6424,1905,143,2212,353,2158,23445,3: Queensland
4125,7597,987,15,68,25,179,1526,2364,4011,636,262,2651,3070,1116,112,1995,322,1147,12893,3: Queensland
4127,14862,3515,492,155,46,617,3135,9915,5278,1269,339,5075,6236,3365,293,5508,630,2785,27206,3: Queensland
4128,10153,708,584,89,18,101,1088,3958,5225,1336,260,3390,4739,1483,102,2223,280,1521,16936,3: Queensland
4129,4158,248,84,0,8,53,274,2128,1727,329,62,1141,1685,793,53,822,153,732,6764,3: Queensland
4130,5466,323,32,152,9,129,237,1796,2717,911,308,1814,2561,687,39,1020,124,726,9140,3: Queensland
4131,5745,1092,633,0,43,329,1149,3837,2446,295,78,1649,2459,1615,167,2055,425,1272,11781,3: Queensland
4132,13531,1937,28,0,7,356,1006,8205,5740,648,160,2733,6110,3567,292,3068,720,2606,27070,3: Queensland
4133,11796,2111,461,200,22,521,3347,4634,5952,743,292,3747,4922,2467,215,4055,592,2160,22472,3: Queensland
4151,6215,1433,7651,4,27,1816,9331,4734,2380,1179,227,5123,4243,1289,430,7263,1548,1842,18132,3: Queensland
4152,25469,7476,2187,14,96,884,6235,16619,10705,4359,591,10574,13580,4188,566,9360,1753,4118,47570,3: Queensland
4153,2692,285,0,0,0,7,94,1236,1246,418,100,810,1381,346,30,477,85,341,4498,3: Queensland
4154,6229,871,13,0,0,43,94,1872,4132,1150,210,1728,4048,824,53,791,109,776,11449,3: Queensland
4155,879,0,6,0,0,8,23,172,313,240,131,276,409,86,6,111,14,101,1475,3: Queensland
4156,1886,171,0,0,6,12,89,359,1125,392,130,559,1176,169,9,181,42,199,3388,3: Queensland
4157,11504,2508,343,142,119,764,2255,6113,5038,1179,318,4326,4867,2143,145,4056,475,2124,19771,3: Queensland
4158,2057,1054,37,79,3,120,1010,1719,657,163,20,962,859,611,35,1221,117,441,3877,3: Queensland
4159,8958,1202,502,0,43,257,1504,3640,4639,1127,193,3504,3746,1290,118,2674,215,1475,14816,3: Queensland
4160,11515,1577,555,0,14,246,1503,4652,6309,1671,210,4498,5215,1697,157,2929,238,1631,19044,3: Queensland
4161,10935,558,214,0,24,238,919,5837,4028,813,114,3307,4104,1804,141,2434,299,1776,16472,3: Queensland
4163,7964,2632,2571,6,50,1171,3427,5510,4012,1200,184,4760,3275,1795,122,5478,337,1664,15850,3: Queensland
4164,11184,1485,130,9,93,199,610,3397,7097,1799,274,3789,5672,1707,124,2067,272,1719,19263,3: Queensland
4165,24873,2257,619,6,30,495,2898,8000,14333,2720,428,9256,10506,3089,182,5637,561,3916,39491,3: Queensland
4169,3182,490,10758,57,522,3959,9082,4469,1221,453,177,6203,2226,1005,322,7868,2562,1603,15882,3: Queensland
4170,12189,4273,4797,240,88,1500,7837,9803,4478,1838,309,6834,7154,2489,468,7026,2232,2694,28030,3: Queensland
4171,7015,1837,4092,0,47,1038,4922,5002,3079,1409,270,4379,4807,1507,164,4365,685,1341,16886,3: Queensland
4172,2567,787,376,5,22,238,696,1978,1001,296,34,1212,1282,481,81,949,272,484,4946,3: Queensland
4173,5182,1136,158,4,15,119,814,3731,1988,308,76,1891,2217,847,100,1732,288,879,8463,3: Queensland
4174,1858,174,0,4,0,28,179,919,834,104,18,546,805,259,44,391,78,300,2843,3: Queensland
4178,15109,3132,2275,7,172,1704,4255,9989,5311,1298,242,5764,6570,3065,262,6833,776,2845,26887,3: Queensland
4179,11833,2269,618,223,61,509,2653,6966,4533,1312,159,4346,5512,2037,156,4121,334,1860,20222,3: Queensland
4183,1418,96,117,40,16,109,440,698,360,57,26,600,321,182,7,618,71,196,2156,3: Queensland
4184,8152,0,10,37,78,508,3120,3559,642,94,24,2780,746,812,78,3369,463,1406,8481,3: Queensland
4205,3708,1253,5,0,15,238,1635,2704,714,125,36,1626,992,746,68,1987,183,898,6333,3: Queensland
4207,39341,5657,2085,135,96,1591,7677,19258,18150,2508,789,12624,14967,8298,629,12859,1842,7806,68477,3: Queensland
4208,14338,772,151,15,18,98,985,3167,9584,1391,314,4175,7043,2068,110,2016,384,2135,24342,3: Queensland
4209,36231,9090,328,152,60,342,2211,16229,28026,2500,501,12359,20274,8928,572,6350,2178,7113,74284,3: Queensland
4210,12122,2317,63,0,5,139,1913,4082,7639,1347,403,3892,6717,2110,132,2473,409,1901,22605,3: Queensland
4211,30966,9257,3198,899,203,1916,6434,22264,15016,3071,859,13487,16401,7205,555,11371,1993,5645,62508,3: Queensland
4212,17002,3962,2533,256,117,369,4215,10291,9037,2407,411,9579,8516,2767,245,5352,842,2503,33470,3: Queensland
4213,17238,2289,162,77,68,260,1299,7559,8279,2420,910,5327,8886,2877,195,3176,601,2557,31153,3: Queensland
4214,21185,4238,1070,4,57,707,3544,11598,10176,2217,531,7801,9536,3934,332,6134,1503,3211,38871,3: Queensland
4215,10465,14414,21990,121,451,10002,29431,19130,3911,954,330,16771,9173,8023,1118,24519,5859,5957,55425,3: Queensland
4216,14490,9775,9020,465,178,2179,14097,17486,6839,1483,308,14426,7842,4750,462,14140,1885,3371,39714,3: Queensland
4217,9208,4441,22809,156,646,9428,20990,10733,5617,1718,398,16217,8041,4045,571,17861,3861,2935,45197,3: Queensland
4218,11830,4798,11546,186,115,3252,15795,9008,5859,1707,338,11233,7136,3503,454,11329,3106,2358,35371,3: Queensland
4220,12921,5936,6470,51,132,1515,11547,10877,5662,1178,231,8961,7557,3350,331,9119,2382,2401,32574,3: Queensland
4221,12350,4132,5481,65,212,1456,7892,9648,5753,1188,292,7197,7050,3195,248,7585,1639,2262,28889,3: Queensland
4223,7519,2307,1152,5,72,463,2867,5197,2948,783,195,3427,3876,1572,133,3214,507,1245,15156,3: Queensland
4224,2488,1613,1234,19,17,229,2461,2819,958,209,23,1753,1810,828,73,1911,408,568,7175,3: Queensland
4225,1153,489,5712,137,74,1274,6114,2258,571,127,52,3647,1221,830,94,4037,837,745,8374,3: Queensland
4226,14789,8910,3452,0,211,1372,4548,16503,8353,1636,307,9507,9671,4601,317,7624,1632,2955,37266,3: Queensland
4227,8566,5484,2994,0,121,1206,4381,9258,4984,959,179,5129,6682,3217,284,4811,1206,1919,23904,3: Queensland
4228,3068,91,41,0,6,74,271,801,1238,550,294,943,1513,305,21,385,82,378,5585,3: Queensland
4270,2669,0,11,0,14,39,162,818,1093,351,192,809,1189,281,22,322,72,364,4388,3: Queensland
4272,5687,279,35,53,11,160,985,2912,1527,440,112,2263,1749,619,38,1410,173,735,8105,3: Queensland
4275,2373,25,27,23,11,81,230,888,925,194,100,814,965,223,16,420,63,345,3895,3: Queensland
4280,12329,115,104,11,18,95,472,2878,6780,1557,664,3284,5814,1702,93,1493,277,2140,21258,3: Queensland
4285,13511,1386,40,140,115,548,1827,5342,5977,1312,428,4692,4902,2097,164,3668,351,2444,21763,3: Queensland
4287,538,0,0,29,9,42,82,240,151,32,8,208,124,46,8,172,14,67,938,3: Queensland
4300,39960,3622,327,150,40,835,2845,14940,23509,2787,462,9993,19220,6916,511,8136,1415,6314,68675,3: Queensland
4301,19498,2978,327,0,24,1109,1715,8638,11595,748,157,4725,8397,4804,355,5276,898,3921,36527,3: Queensland
4303,2502,287,77,0,0,72,358,2057,393,64,20,713,624,599,82,851,168,673,4173,3: Queensland
4304,11604,1599,642,15,35,903,2742,7594,2867,487,119,3332,3351,2528,282,4890,586,2714,17815,3: Queensland
4305,41399,5207,1189,109,193,2752,7013,23137,14892,1947,421,11877,13128,8582,660,15232,1707,9538,64356,3: Queensland
4306,27557,544,151,226,73,478,1276,7870,15411,2752,689,8275,11981,3246,217,4662,636,4340,43997,3: Queensland
4307,1070,6,0,0,10,24,112,463,323,106,16,398,370,111,8,168,32,173,1575,3: Queensland
4309,2371,0,0,48,14,99,261,1048,784,149,20,897,727,220,6,537,50,321,3366,3: Queensland
4310,4334,193,8,83,32,152,807,2072,1262,240,72,1774,1168,420,21,1257,94,584,6017,3: Queensland
4311,7035,172,10,53,37,187,785,2791,2838,426,142,2291,2099,1061,80,1589,234,1498,10412,3: Queensland
4312,2099,29,0,80,15,124,412,1041,464,76,46,930,359,185,20,685,84,347,2590,3: Queensland
4313,1812,47,7,14,0,48,395,830,474,72,38,643,394,212,14,572,68,261,2316,3: Queensland
4314,2681,13,0,34,41,166,590,1247,514,64,35,1017,424,252,21,923,98,415,3255,3: Queensland
4340,3948,176,13,3,20,215,464,1901,1294,206,62,1324,1128,614,42,1019,140,692,6007,3: Queensland
4341,10861,269,7,32,34,178,1049,4038,4731,805,266,3453,3396,1553,128,2504,414,2136,15952,3: Queensland
4342,1865,17,4,0,14,21,227,852,558,160,36,564,490,253,10,438,132,330,2702,3: Queensland
4343,7078,720,262,125,32,201,1136,3618,2901,485,160,2483,2332,1033,130,2114,637,1268,12173,3: Queensland
4344,1758,47,0,7,12,30,218,686,688,116,37,586,585,218,17,377,53,276,2709,3: Queensland
4346,736,0,0,16,0,19,88,344,232,36,10,242,238,80,10,176,18,118,1013,3: Queensland
4347,939,3,0,0,0,12,93,416,322,68,21,304,256,107,10,229,40,147,1344,3: Queensland
4350,68334,15681,4678,202,240,3620,22381,41022,25305,4435,855,26336,22918,12078,1246,33052,3690,13409,115218,3: Queensland
4352,20062,440,52,31,69,266,1069,5680,10840,2265,516,7252,8482,1612,130,3126,287,2787,31026,3: Queensland
4353,235,0,0,0,0,10,20,104,74,8,12,66,104,10,0,54,0,27,348,3: Queensland
4354,883,6,10,0,0,25,125,452,232,48,16,323,240,102,14,216,16,119,1283,3: Queensland
4355,2073,66,14,54,21,111,365,1129,466,78,18,840,391,224,42,715,53,323,2812,3: Queensland
4356,3344,148,5,46,9,80,473,1517,1227,189,60,1152,1142,366,31,905,52,444,5218,3: Queensland
4357,1736,41,3,66,32,160,365,734,446,63,30,648,422,158,16,589,72,293,2531,3: Queensland
4358,1941,120,3,3,8,132,143,941,735,108,54,629,720,242,6,427,80,309,2967,3: Queensland
4359,942,14,0,0,0,29,86,479,251,71,18,358,315,66,6,191,30,152,1388,3: Queensland
4360,414,0,0,6,8,12,63,178,120,32,0,136,122,52,0,100,0,45,609,3: Queensland
4361,2002,63,12,10,11,84,326,985,563,84,24,737,480,223,28,631,60,248,2654,3: Queensland
4362,1924,38,0,10,24,82,355,852,491,120,29,732,493,188,6,558,33,250,2613,3: Queensland
4363,403,0,0,0,0,20,46,174,118,23,8,122,138,40,12,68,14,33,626,3: Queensland
4364,118,0,0,0,0,3,24,44,44,6,0,37,34,20,0,30,0,6,182,3: Queensland
4365,437,0,0,7,4,46,110,192,62,12,6,173,72,56,12,151,10,78,596,3: Queensland
4370,13166,1285,215,77,67,444,2915,6269,4551,798,173,4764,3471,1940,136,4903,390,1944,19195,3: Queensland
4371,547,0,0,4,0,12,87,248,164,28,10,212,138,36,6,139,8,55,695,3: Queensland
4372,118,0,0,0,0,0,22,66,28,0,0,40,26,6,0,32,0,0,148,3: Queensland
4373,752,16,0,4,6,36,169,346,162,22,6,298,135,69,6,253,18,90,983,3: Queensland
4374,308,0,0,9,9,20,62,116,78,14,8,123,54,34,0,102,10,47,402,3: Queensland
4375,160,0,0,0,0,0,33,56,60,0,0,57,38,12,0,44,0,9,229,3: Queensland
4376,241,0,0,19,4,27,53,107,50,12,8,82,46,19,12,96,11,41,351,3: Queensland
4377,440,4,0,5,0,17,68,204,120,21,6,190,120,26,0,94,0,44,625,3: Queensland
4378,387,0,0,0,0,6,42,164,113,34,18,163,116,36,0,60,12,63,571,3: Queensland
4380,5816,419,90,55,41,262,1266,2825,1775,274,75,2246,1375,610,51,2243,139,799,8093,3: Queensland
4381,479,0,0,11,7,34,62,216,129,34,6,192,111,42,0,130,6,67,692,3: Queensland
4382,360,3,0,0,0,18,58,173,79,18,22,165,91,22,0,95,12,54,462,3: Queensland
4383,544,0,0,0,10,32,102,274,102,22,0,192,66,66,12,192,20,101,607,3: Queensland
4384,32,0,0,0,0,0,6,10,6,10,0,8,18,0,0,12,0,0,49,3: Queensland
4385,936,26,0,11,4,31,240,459,174,40,12,323,200,76,6,361,28,96,1166,3: Queensland
4387,1002,20,17,10,13,55,172,524,233,47,16,333,215,146,8,376,23,126,1338,3: Queensland
4388,283,0,0,0,0,26,68,136,36,18,6,92,64,36,0,76,14,21,348,3: Queensland
4390,4142,413,107,30,9,122,825,1917,1659,283,85,1399,1459,503,44,1407,179,455,6719,3: Queensland
4400,1446,0,0,0,0,4,68,667,579,96,10,474,545,158,12,242,26,262,2159,3: Queensland
4401,3840,239,0,24,17,82,553,1986,1285,164,62,1194,1102,657,40,1149,114,625,5823,3: Queensland
4402,218,0,0,0,0,15,46,104,34,6,0,86,32,20,0,69,6,41,297,3: Queensland
4403,558,0,0,7,0,19,75,246,172,24,10,169,186,44,0,141,16,69,850,3: Queensland
4404,332,0,0,0,0,8,22,118,130,44,14,116,110,12,0,74,6,22,474,3: Queensland
4405,9339,722,20,61,48,310,1454,4338,3467,644,134,2897,3046,1330,133,2849,308,1550,14360,3: Queensland
4406,1110,29,3,9,5,42,141,401,362,146,42,406,401,96,6,264,22,100,1712,3: Queensland
4407,374,3,0,4,12,7,38,187,110,16,0,124,104,34,0,110,6,43,506,3: Queensland
4408,396,25,0,4,0,13,92,193,108,10,0,142,91,44,0,144,14,51,538,3: Queensland
4410,843,0,0,44,6,33,176,408,182,42,15,311,205,76,20,303,10,146,1156,3: Queensland
4411,196,0,0,0,0,17,24,88,58,20,0,65,56,24,0,38,8,24,291,3: Queensland
4412,141,0,0,0,0,15,16,46,48,10,0,38,40,8,0,46,0,16,211,3: Queensland
4413,4970,693,96,36,21,109,761,2625,2206,289,54,1728,1771,706,48,1742,200,737,8675,3: Queensland
4415,1282,230,32,18,5,127,231,648,536,106,24,483,364,185,32,589,49,217,2166,3: Queensland
4416,268,0,0,8,0,0,36,138,88,0,11,90,85,18,0,76,9,20,412,3: Queensland
4417,484,4,20,12,0,46,87,237,106,22,6,158,154,45,0,176,6,50,699,3: Queensland
4418,65,0,0,0,0,0,10,24,23,6,0,34,17,10,0,18,0,0,86,3: Queensland
4419,594,35,29,11,4,24,114,283,200,54,16,240,158,47,6,221,19,52,1082,3: Queensland
4420,807,8,8,11,14,15,130,372,211,32,22,286,267,46,6,220,20,66,1219,3: Queensland
4421,1560,28,24,39,71,194,358,660,283,54,34,449,274,218,30,624,114,332,2178,3: Queensland
4422,305,0,0,8,4,17,36,138,98,22,6,108,98,8,0,104,0,23,447,3: Queensland
4423,128,0,0,0,0,6,16,54,32,6,8,30,46,8,0,45,0,6,197,3: Queensland
4424,152,3,0,0,0,0,24,54,59,17,0,40,58,13,0,38,0,6,235,3: Queensland
4425,143,0,0,0,0,10,14,64,44,6,0,52,32,22,0,46,0,9,170,3: Queensland
4426,93,0,0,0,0,0,18,42,30,0,0,30,28,18,0,36,8,0,146,3: Queensland
4427,186,0,0,10,0,3,51,72,58,10,0,77,40,24,6,50,6,11,315,3: Queensland
4428,429,8,0,0,0,22,67,199,133,18,16,166,140,23,0,107,0,34,627,3: Queensland
4454,449,0,0,8,10,8,64,210,119,30,6,160,121,44,0,128,10,51,730,3: Queensland
4455,5642,440,25,31,22,157,956,2649,1968,392,112,1679,1888,642,59,1928,211,658,8610,3: Queensland
4461,26,0,0,0,0,0,0,14,14,6,0,14,6,0,0,6,0,0,38,3: Queensland
4462,103,0,0,3,0,0,18,38,30,12,10,36,20,0,0,35,6,3,128,3: Queensland
4465,876,13,0,30,5,32,168,418,181,68,39,267,245,75,8,307,33,91,1263,3: Queensland
4467,111,0,0,0,0,0,13,46,18,8,6,42,34,0,0,28,0,14,157,3: Queensland
4468,194,0,0,0,0,0,28,95,44,18,6,76,52,12,0,64,0,8,260,3: Queensland
4470,2234,63,95,19,8,155,489,1182,543,82,26,723,532,249,16,932,65,235,3184,3: Queensland
4472,1106,0,6,11,8,58,213,513,218,59,30,416,245,92,0,386,8,115,1408,3: Queensland
4474,46,0,0,0,0,8,14,6,8,5,10,18,22,0,0,8,0,0,72,3: Queensland
4477,379,0,3,4,3,10,74,170,107,20,10,116,100,42,0,127,7,49,530,3: Queensland
4478,370,0,0,0,0,16,60,174,82,27,6,127,102,26,0,98,20,35,500,3: Queensland
4479,10,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,7,3: Queensland
4480,449,0,29,9,0,25,114,208,112,25,17,141,143,30,0,201,6,55,625,3: Queensland
4481,63,0,0,6,0,11,18,37,4,6,0,24,10,13,0,35,6,4,118,3: Queensland
4482,59,0,0,0,0,9,8,32,8,0,0,28,16,3,0,22,0,6,110,3: Queensland
4486,358,107,0,27,10,27,93,228,112,33,28,167,143,49,8,216,17,45,669,3: Queensland
4487,2092,124,30,35,18,70,380,1039,632,148,48,672,645,268,31,721,53,195,3179,3: Queensland
4488,168,0,0,0,0,0,23,61,46,22,12,50,72,6,6,55,0,4,247,3: Queensland
